MANZENT,mean
14101041004008,
14101041004021,24.249396724903296
14101041005010,23.292206321185066
14101041005014,22.54487321139811
14101041005015,22.82145345678587
14101041005018,23.926883747933918
14101041005001,18.972406302211578
14101041005033,19.876456703312282
14101051001002,21.517864512308776
14101051001061,22.298584228360422
14101051001063,18.716318820784057
14101051001067,19.280155111199225
14101051002001,22.75851641339063
14101051002045,22.3008855782576
14101051002058,21.895274222351734
14101051003001,24.537421678128126
14101051003003,23.760257858138118
14101051003019,22.95752821931592
14101051003041,22.07812091044292
14101051004001,21.507099701954264
14101051005005,21.51250576817797
14101051005016,24.056037991771277
14101051005041,23.11301000582724
14101061001036,20.476810318433735
14101061001039,22.26698373301253
14101061001044,3.018908660974766
14101061001045,22.222226190286744
14101061001047,23.893357466428586
14101061001052,25.04798038612129
14101061001059,22.107005572120514
14101061003030,24.77015840929146
14101061004002,24.34763061341518
14101061004009,15.936412476258681
14101061004017,25.436823258970346
14101061004024,28.485550780847916
14101061004040,24.340291789359362
14101061004043,23.857751425720103
14101061005006,22.644128771789223
14101061005012,20.65378494183634
14101061006006,21.772236474818268
14101071001008,23.58695135008816
14101071001011,24.360669281818645
14101071001015,23.357238683690163
14101071001016,24.686553567804594
14101071001023,25.582780908743032
14101071001026,26.061546545182708
14101071001043,25.439914239351687
14101071001055,25.686460804798998
14101071001063,25.255904879556923
14101071002001,25.424418302849254
14101071002057,26.416314965907027
14101071003002,24.147609084190513
14101071003027,24.995597689078643
14101071003038,26.86871657940854
14101071003040,25.735176951681048
14101071004014,25.265236788600696
14101071004026,24.90638817392632
14101071005002,26.015553668617112
14101071005007,24.155505951173296
14101071005015,21.396754780815225
14101071005018,25.385358148707667
14101071005034,21.899274806162918
14101071005035,24.81340043946587
14101071005054,20.676214192542897
14101071005064,21.41423796564938
14101071005067,20.99227380690527
14101071005069,20.801351294794706
14101071006007,22.035571678819043
14101071006013,23.065042088701514
14101081001004,23.932821709155697
14101081001015,23.644022376361416
14101081001017,23.998570357503965
14101081001019,24.047811809119203
14101081001022,22.660936961150774
14101081001036,24.139568414361392
14101081001041,22.448441683546093
14101081001046,23.726388630074386
14101081001055,24.265032153247965
14101081002003,23.08280789176746
14101081002004,19.989280020926426
14101081002005,20.75338328460264
14101081002017,19.485023707513864
14101081002021,19.809483459134313
14101081002029,22.8007312988702
14101081002030,19.41526887438853
14101081002035,21.09232429989167
14101081003004,20.64661603651335
14101081003037,23.82193491576715
14101081003063,26.268353961588538
14101081003080,23.366779413620144
14101081003089,23.110381279982292
14101081004004,22.847960846085563
14101081004040,22.793188834729342
14101081005016,23.390474567084134
14101081005029,23.726862387132332
14101081005041,25.4698814189997
14101081005047,26.969706399640536
14101081006005,23.91260707529944
14101081006034,21.88120168237119
14101081006063,26.180320926104375
14101081007002,22.595265017863618
14101081007003,21.277943965811012
14101081007005,21.99905722983145
14101081007006,21.372808936394012
14101081007007,25.19595740595103
14101081007008,24.903666554713972
14101081007009,23.732254399857048
14101081007010,23.57383493457233
14101081007011,23.06320103844884
14101081007023,
14101081007026,
14101081007028,
14101081007031,24.391292919681565
14101081008001,
14101081008018,
14101081008027,22.708089215877948
14101081008049,25.121791197501206
14101081008067,22.372302798568025
14101081009042,27.220340269170446
14101081009044,24.75729901298704
14101081010002,20.016119627346505
14101081010003,23.69726241176183
14101081010007,22.423189952497417
14101081010008,24.07302548524305
14101081010029,1.2945954635827883
14101081010035,21.24598091484127
14101081010036,11.877159091621529
14101081010064,24.957882749234667
14101081010071,24.026393976117692
14101081010074,24.268985184009114
14101081010076,23.24822824209022
14101081010077,23.641443187367678
14101081010101,24.23296810377277
14101081011001,18.94300977275349
14101081011014,14.773566557663107
14101081011015,19.997266213879094
14101081011041,20.28134952051849
14101081011045,20.94924465170557
14101091001003,24.872648860675458
14101091001005,26.09613160516523
14101091001006,23.6787212631366
14101091001008,23.52820384287658
14101091001011,25.30711612839125
14101091001012,23.197230188002333
14101091001013,23.415278648848687
14101091001015,23.919235922019773
14101091001016,22.34481689812317
14101091001019,24.645762798400423
14101091001020,23.679991141102445
14101091001021,23.11836848263354
14101091001022,24.783312383391745
14101091002001,22.9645453053827
14101091002002,23.667790935624925
14101091002003,23.48462113392243
14101091002004,23.49015440977429
14101091002007,23.145168343690354
14101091002008,23.606784120297178
14101091002010,23.802453754255033
14101091002012,23.316542966419373
14101091002013,23.384170294400473
14101091002015,24.49507636664026
14101091002017,23.964132337903603
14101091002018,23.581470412848486
14101091002019,24.6473192658122
14101091002020,23.644506665417616
14101091002021,22.548906419122638
14101091002022,23.260274194779193
14101101001009,26.023011287732768
14101101001013,25.549009824123573
14101101001017,25.806777755547433
14101101001025,25.412999481683322
14101101001003,25.883254498499912
14101101002005,21.959616033364444
14101101002011,22.765291010271707
14101101002014,23.943528624720177
14101101002028,22.52923675922547
14101101002029,23.380328918888893
14101101002031,22.797668226780335
14101101002036,23.140725295462882
14101101003001,25.251037032339294
14101101003004,24.49073261502571
14101101003006,25.498390188775563
14101101003009,25.73013172796971
14101101003010,25.356101455851725
